,企业代号,firm_code,income,cost,income_invalid,cost_invalid,income_std,cost_std,reputation
51,E175,E175,19623.925746486326,19940.018419847274,19671.045254777076,51154.44080246915,29045.871619006903,38516.04816311071,3
52,E176,E176,43148.59214470282,1355.9218115713056,49303.4575862069,2360.7484848484846,37985.48299590836,7571.633029010733,1
53,E177,E177,117026.77958084115,23166.259905259645,143036.74348148174,27151.875604395613,158190.39054766414,92815.76592050225,1
54,E178,E178,77076.90321884192,240570.30087087073,70740.92793814429,305629.0657142857,35435.32355256407,377871.08245169354,1
55,E179,E179,84049.11082172616,18179.27412499988,63738.57643678158,52531.557280000015,33014.4562746009,46925.324546903525,2
56,E180,E180,36622.70463173501,17797.196970380897,43931.76827586205,6398.735271317826,36433.31224833418,103598.15406276502,0
57,E181,E181,52188.18167457623,29067.243480161414,44413.42010416667,39902.96324324326,38848.77370177035,42021.556080390474,2
58,E182,E182,73820.7640324119,75369.45002057601,80543.9472413793,62550.237692307695,22803.720679978578,182473.80017595924,2
59,E183,E183,70211.11989212448,18345.848451704544,49765.88653465346,26446.16018867924,34492.736583949365,57308.19369075071,2
60,E184,E184,82950.95325508591,19285.51032536856,69335.43611111112,38721.972631578945,35184.383498675816,66082.38391465672,1
61,E185,E185,17701.033022785774,10521.629253731346,72700.91,5396.23,24717.89513601941,47825.061181747355,0
62,E186,E186,77870.66273998137,3116.605090329434,73854.05159999996,8738.598125000002,36195.78485644684,14064.749223638983,1
63,E187,E187,212713.06687500002,19921.536147807175,476953.7604374999,27280.890806451574,272116.2015936568,52512.999803430364,1
64,E188,E188,38935.428273034224,31520.573128019238,36921.086470588234,48315.04155844158,32451.767369636123,70438.77233744347,1
65,E189,E189,83679.3568811878,8779.891228648492,52634.15714285714,83668.42076923078,28692.020838619683,46017.18546454351,1
66,E190,E190,348646.4935755825,12542.717704918026,335350.1335087717,7516.666666666667,411729.34688457754,46425.36704850369,2
67,E191,E191,93789.24798608574,221643.74575191116,75618.58585714296,36192.01363636364,19845.27137372925,789058.4408852239,3
68,E192,E192,619391.1789705885,176646.28500000015,381310.1316666666,156854.25769230767,372135.81465788087,248336.32801893703,1
69,E193,E193,4066.7895644514147,11098.987725795982,3989.136754700086,15146.332987012991,13541.504016205032,21392.258528633538,2
70,E194,E194,8049.64847643173,2276.741572419611,10981.070915697672,8154.290978260866,18290.78051490744,11592.247837435583,1
71,E195,E195,23757.783862948607,33323.44700044114,22011.59623376624,58653.063333333324,29077.150162897906,93857.86898927322,0
72,E196,E196,26325.30058802181,31661.96571856286,33624.43671497586,16204.7066,30184.611469580606,37426.69256853972,0
73,E197,E197,44867.18031851962,15916.606257678313,43086.5912639405,29188.867,39420.27204349123,65792.61580327363,0
74,E198,E198,78855.25098901094,52244.231650135174,89676.07814814815,55514.39710526319,53198.9368505763,73534.36233157727,1
75,E199,E199,73732.1065470304,3409.336170212766,97057.96,35383.59,60959.60390581127,9671.04033603295,2
76,E200,E200,83622.86072695015,39525.109941715236,89315.20020408166,48396.3518918919,31297.637707947255,64009.728612605235,1
77,E201,E201,44324.679409594064,84692.98131749476,55032.793333333335,107783.72,37320.118099073254,179291.24653262363,0
78,E202,E202,90574.48686131509,28536.14236263736,91962.559,36894.042,12123.585604614822,49740.764487513916,1
79,E203,E203,82433.403425605,20489.91949211915,25168.605423728815,57424.34107692303,25403.65666483012,53240.9625663842,1
80,E204,E204,68776.52597460813,11415.78473453959,63505.946451612814,38705.310319148906,36557.57674664431,36728.31254044259,1
81,E205,E205,76787.19411582213,174705.56576642336,74521.09268292681,318882.9592857143,25330.977932807076,240725.41023453564,1
82,E206,E206,105156.7573165401,20507.978746134355,104805.25019999992,53477.5279508197,109758.6741261882,74841.6691312439,0
83,E207,E207,86817.18793969991,21890.711725287943,77874.27261538463,21833.837613636362,23760.271122720776,42874.95839711592,1
84,E208,E208,84229.4114046821,78777.32605399827,80823.44854961835,50062.92538461538,30418.84758948606,46332.19861917399,1
85,E209,E209,53721.16530662272,5412.280050442878,42778.81440476186,14937.811206896553,43572.815686750764,28440.11952591967,0
86,E210,E210,96378.80201077259,10924.030764925383,92286.21650000001,14726.165714285715,11652.931010367112,27746.71337900332,1
87,E211,E211,33381.59455102033,54309.45553349887,20928.787289156633,13310.243333333328,26658.378423763028,154812.17059871872,1
88,E212,E212,51362.77740146959,1115.2715037593991,59062.152173913026,3012.131999999999,39065.481513329214,3956.787232656806,1
89,E213,E213,50258.89860627159,21590.484526866378,48378.5745901639,29946.142134831465,37344.75053071816,123144.5501871753,1
90,E214,E214,90115.5447966341,52297.95809248552,88146.96619354833,60150.44361702128,120366.79919179082,78571.01393279326,1
91,E215,E215,89289.35740740865,1258.5705232558134,67238.75298701294,634.5250000000001,25039.504942301937,4395.308323802821,2
92,E216,E216,85147.35948905049,9966.46117065864,89375.3249438202,31954.522380952392,21917.554940511727,40466.58578249115,1
93,E217,E217,71595.19441176469,261949.34272277204,74993.552027972,351640.07833333337,28360.26373681938,275982.9395992995,1
94,E218,E218,287069.7389051091,39768.00502923973,106240.92263157887,44196.357435897444,353098.527182964,116143.47983485236,0
95,E219,E219,72591.90213849285,8299.034722028371,57170.32590909091,18702.774102564093,47772.73762719517,21331.501775922334,2
96,E220,E220,65114.623763179145,9669.043700070128,68918.89890625005,17733.61473913044,35849.8904906468,31024.267727383012,0
97,E221,E221,70508.77056748436,7556.098871076962,54953.23452380955,26752.781384615377,37519.13231848793,50038.255587617605,1
98,E222,E222,61208.01604105586,12076.943963005813,33270.01237960343,22694.111089108916,42194.524061301825,38703.710084200946,1
99,E223,E223,65797.6242767296,15395.880946107727,74385.27173076924,24208.19596638655,42165.216402800426,50220.003783615204,1
100,E224,E224,86438.4995495495,136201.7028492393,74682.65647058823,304236.9788888889,24706.720020541,194500.72050307566,1
101,E225,E225,8260.543384245328,10462.79750059906,10779.075188509862,16502.01333333334,15495.479886107043,23883.002949122387,0
102,E226,E226,86655.25457364332,45075.28420743638,71633.50684210526,82147.6924,27734.82770176428,103148.3242418494,0
103,E227,E227,81292.7501455601,18262.315946724288,58320.28472727273,27076.110792682914,27888.15060279816,39962.084094967766,1
104,E228,E228,60388.35680765318,11145.839692307554,70650.2917486337,23559.702051282053,56598.849303151204,48268.082900612906,0
105,E229,E229,70859.22163001283,36013.78292993627,63499.85101123593,33478.583333333336,34794.574846545875,51246.07775213825,1
106,E230,E230,83292.19599662203,1451.8969879518072,69899.9909523809,291.51,40085.13183082068,2929.502181057196,1
107,E231,E231,90205.85054054091,52467.014508076296,85998.13394736839,109553.63,15515.095317600728,139129.87779405643,1
108,E232,E232,424519.64283185813,44922.891803068866,134280.36599999998,13514.230434782603,583384.8277923837,53590.90736232672,2
109,E233,E233,89635.28654708526,558.9828551532031,32934.992,1111.121111111111,28070.114972595424,1557.6408680394472,2
110,E234,E234,68681.61574137918,4952.638346028285,74703.48250000001,2859.672962962963,29980.572462082466,20269.069579032883,2
111,E235,E235,42398.93277542371,23700.220944350804,34475.7312857143,22640.437368421048,37973.71035658321,86483.05638853888,1
112,E236,E236,86191.52488416989,25282.105431472108,94500.86684563768,20982.594285714287,31685.22406866003,37191.501490572686,2
113,E237,E237,89559.80972850666,9002.053168421078,54371.6583783784,39214.40432432432,14799.57809249178,33667.94371445412,1
114,E238,E238,5013.282158848679,4198.466796218497,5545.480869565213,14645.57846153846,4433.223464441039,24086.39784859181,0
115,E239,E239,85850.15673202624,70508.10814713893,82817.22952380955,327755.81416666665,27212.302187174904,113456.29927013889,1
116,E240,E240,850848.8759999996,27668.774009216544,805634.9964423082,51550.611351351356,251202.2928782583,87000.88126025622,1
117,E241,E241,52564.22221914008,14415.104746987974,49559.93753424657,19329.56416666666,35249.59982312199,23616.18526140052,2
118,E242,E242,84373.29222222221,36989.25254473166,77535.29036734684,38351.204,21530.37554392851,58263.247500265206,1
119,E243,E243,47401.82187592316,6738.272819383305,36035.552941176466,5412.0443749999995,35939.19388967536,11940.40236437397,1
120,E244,E244,78695.70042889385,12507.245411764745,80109.93634408602,32255.35130434783,37670.60210205367,31742.086530305885,3
121,E245,E245,81458.28605177984,502.8221590909095,66650.83954545452,299.03,46121.20494569291,1160.6572911740127,1
122,E246,E246,41892.8590921229,5026.663020030815,38270.6995,5742.445142857145,37542.581654016336,35689.9017128562,1
123,E247,E247,65202.72912912916,13425.001245901656,56184.48384615384,23237.771428571432,28630.78002636478,25789.362650696712,3
124,E248,E248,59118.348725212476,9402.87341064118,58141.95480769229,27641.244666666666,39709.972170426736,34130.50894172597,1
125,E249,E249,110254.93978723495,44026.14053225798,93588.735,108550.07222222218,112404.0384876032,138803.55764810814,2
126,E250,E250,49157.49346969693,20218.297634660394,46933.64584745764,36358.505833333336,37638.15583877697,48656.262155241515,0
127,E251,E251,46933.85722627736,6744.329335793355,66941.77146341463,11693.965882352944,42734.96138960392,19352.905645452156,2
128,E252,E252,75983.33462282395,28992.546099447474,59713.342500000006,44138.342264150946,107322.85367263449,51342.015264743604,3
129,E253,E253,74608.60245283025,15370.9585785953,74545.53920634922,19187.69243902439,30494.728068824108,29192.73465098083,1
130,E254,E254,81579.7340350878,13650.314322033906,71950.17027027023,689655.17,25906.173095632465,56033.621933786664,1
131,E255,E255,64451.55565943234,8465.920781367407,49840.091,37291.766304347824,44718.263782858696,46137.56161535136,2
132,E256,E256,33549.73216367715,37994.96444444445,25915.259629629625,40683.089,29184.939194090406,31142.280050425114,0
133,E257,E257,75058.84823343833,44775.06988130565,74913.21999999999,56836.726,37578.16318401952,67369.32206801098,3
134,E258,E258,28590.957369747885,6805.8818898343225,38189.13869565217,11789.403058823527,34714.46802027883,18299.257668742954,2
135,E259,E259,44873.58289957565,7958.97425678586,25743.497477477496,14015.07475177305,34224.68452949615,17115.52889875188,1
136,E260,E260,15778.351003558702,13281.061161578573,15875.91846994536,36951.90499999999,25561.459357642023,26442.270957196037,2
137,E261,E261,11680.833489392828,6439.725994020934,13794.310110497228,10381.862708333334,14857.477818505115,19211.13729680297,0
138,E262,E262,37384.09039634149,51310.400374999976,29922.453055555558,34160.80333333333,39182.03823317183,45326.09576225082,1
139,E263,E263,64929.6012128714,29290.178408163232,56501.16782608694,24535.426666666666,40072.24548908141,96542.5290948028,1
140,E264,E264,48876.48749999999,15677.392483355552,65824.30974937338,53943.05194444446,42157.68326169401,48867.636446050914,1
141,E265,E265,59382.46042394013,10931.334303861751,38257.85608108111,55106.9923880597,42998.27851677611,32977.66948068383,1
142,E266,E266,58421.327755555554,4233.493944636672,69980.39117647057,28424.118333333332,36824.019505681405,17386.859819180434,3
143,E267,E267,86599.71311881191,5467.363439153436,93217.9452,3678.293333333333,30939.858594333524,18098.549447144567,0
144,E268,E268,74828.99397660837,139378.26214285713,58615.15388888889,42293.202000000005,42460.16592781325,216552.58232391372,1
145,E269,E269,154952.01262886592,5536.102781065093,126591.29206896553,2599.0,240558.05187006915,23373.02439919656,1
146,E270,E270,59833.3080597015,10696.433759124115,62822.34262499999,6771.13,37920.66818935322,22958.04097304062,1
147,E271,E271,68645.9122045455,15948.690787545702,122693.16376068378,30834.719666666664,193211.4308866074,48476.33505046953,1
148,E272,E272,25549.16512915127,3791.337936643837,28120.21830188678,8333.486842105262,37833.341154054695,11821.61392380187,2
149,E273,E273,2889.678216304452,6828.679849315083,3227.766941176469,13138.904186046506,2052.317048237206,24327.02022166272,3
150,E274,E274,86277.1394117648,2964.0891666666666,74910.54166666667,0.0,26685.20683095093,6782.896144424201,1
151,E275,E275,57806.347422969215,4396.415192307696,63934.377142857185,13242.362,48138.66330132473,19119.830824805522,1
152,E276,E276,72087.80680473355,3956.965391389439,36928.29767441861,30251.84944444444,40237.84223387212,18006.364340341195,1
153,E277,E277,71290.85937007872,39243.95159874607,65154.89235294117,38563.448,31587.716591185625,38165.280346627434,1
154,E278,E278,58639.03603603604,28382.151825192803,56636.67437499999,73924.92625,36751.24523081923,34889.18400164032,1
155,E279,E279,45886.439299999976,27820.944650000016,47013.522692307706,44092.12105263158,48130.744689563675,33885.4027146775,2
156,E280,E280,31112.11877959926,22474.717647058864,37056.47820512821,11851.50272727273,26918.326431476573,35009.17022729742,1
157,E281,E281,29642.66820326684,19590.204830339324,35490.10033333333,11369.927166666665,31955.997802271708,73138.79365245475,2
158,E282,E282,10756.306018376741,15927.106422872317,1374.522367021276,18034.959534883725,22546.445625304677,35622.686876646636,1
159,E283,E283,67510.18979381444,26113.75491408934,64589.56625,27781.607407407402,23488.623254888673,30232.112092858228,1
160,E284,E284,37360.64074592076,10642.528540218467,23958.79972972973,16677.742352941175,33014.99176639572,16937.858049725713,1
161,E285,E285,65975.37296943233,22025.471287671236,38307.884150943406,55883.67119047619,37454.99659773736,53714.16492307023,1
162,E286,E286,60944.02778894472,38942.133413793075,60945.0738983051,33103.833999999995,36907.74759498203,43544.17768275418,1
163,E287,E287,56342.35629213485,33836.08739336488,56009.46666666667,34904.995749999995,28041.363002591213,35627.609991707366,1
164,E288,E288,66723.90220833335,22932.461113043468,66279.1205882353,50485.44857142856,31265.731746080655,33916.2713168463,1
165,E289,E289,13434.334728781128,2188.2008466888547,7839.407142857141,16909.690000000002,22731.677395260685,5157.042691154997,1
166,E290,E290,17099.461862348195,6177.845192083816,21259.914379562037,7820.278333333333,25751.604307899575,17546.280458314144,3
167,E291,E291,87003.68775193799,45207.94685483867,15202.969696969696,64583.1180952381,30198.675975203398,208524.50323992042,1
168,E292,E292,9080.584405320915,21162.186470588258,8455.414102564102,8026.778333333335,1830.5695573196774,29912.99995687387,1
169,E293,E293,71926.96962616827,134132.85500000007,77089.09300000001,324514.9766666667,30351.41150854778,224230.43149803276,1
170,E294,E294,73036.51577419353,4839.650011834321,76431.0457142857,15562.483636363637,27130.83986222611,16224.263787095832,1
171,E295,E295,66385.71077669904,13664.544828850885,72241.03888888886,23913.94333333334,32802.25873097526,45457.60373396982,2
172,E296,E296,56489.80438356154,3763.443215767641,66085.37575757578,20159.782244897957,57567.4760368782,14665.68764812997,1
173,E297,E297,84234.56814814816,205939.35700000002,72318.59761904759,0.0,12848.876503633552,182756.69437966112,1
174,E298,E298,6661.869117405546,6066.410088691856,5966.634482758631,11099.574285714285,4080.885377370033,4237.219547238267,1
175,E299,E299,39763.04240404043,42437.25566666657,60921.45700000001,19005.732272727277,74187.05317326059,116846.4378161618,2
176,E300,E300,83134.24121076225,19738.23286479254,70504.15434782612,24682.932083333333,32432.888405505586,33254.53456674723,1
177,E301,E301,36012.199299065345,1319.2666240323183,38248.55299999999,6215.327413793104,35643.738310872315,4551.953779202054,3
178,E302,E302,35871.57459770118,3469.15697441602,36708.16071428572,14988.905714285711,32414.37941970874,23002.38154280329,3
179,E303,E303,51896.97082539683,3191.9654105571763,10145.23777777778,58596.393636363646,30112.929065720462,28242.595671589508,0
180,E304,E304,9861.843690851729,28592.21200680272,6468.896282051281,23662.92210526316,14948.04291426424,61362.37089267164,2
181,E305,E305,149025.25308411208,33761.28319999999,320959.6613157894,7477.528000000001,212389.70343941436,130647.46221881249,2
182,E306,E306,38145.24194528874,2944.547681632651,29676.415094339613,4251.169615384614,37881.063711251314,12579.289695647783,1
183,E307,E307,62613.93336734691,6811.971526548668,66318.74294117646,1019.8200000000002,37592.873269401585,23041.9551682741,1
184,E308,E308,7401.63146931165,16872.43174537986,2992.3980099502546,14393.587777777775,3535.553176418651,27279.767251570556,1
185,E309,E309,74030.85122093014,6823.2566381156485,68620.10179487179,13835.799999999997,33472.021764103614,15855.97121150039,1
186,E310,E310,11845.961929637635,1998.8960522022903,16415.12796610169,5723.426956521739,17815.138273917782,11794.631986107157,2
187,E311,E311,25964.548564476972,794.2928719172621,22528.57357142857,2354.6233333333334,31620.737088889306,2480.665523219468,2
188,E312,E312,18395.82765765763,16619.39948793148,26432.156470588234,24721.51789954335,25458.859780848357,54749.48318305439,0
189,E313,E313,47392.64043010752,21770.40455384615,50947.00166666667,32163.039999999994,38457.131100138715,38191.974837410926,1
190,E314,E314,67322.20490909091,2402.4913257881994,59419.94588235294,842.0291666666666,35311.644306428956,12717.614113506836,3
191,E315,E315,7462.435466405714,5693.120425531914,5985.096808510638,33256.62916666667,3026.633664358846,16209.285862926703,0
192,E316,E316,26784.01725247522,3336.9876525198924,24308.118269230778,3612.400769230769,34052.58923225227,17792.618432581763,2
193,E317,E317,33421.33894736842,4720.242737752158,32467.63736842106,22701.84857142857,32965.50646318075,22132.3645569049,1
194,E318,E318,31908.497965616032,3996.286734006736,29589.209833333334,2857.286666666667,20458.528068211075,12207.87071889113,0
195,E319,E319,19618.718871201167,41283.75647727273,26023.503921568616,59756.53833333334,20988.271551506823,36226.47551573902,0
196,E320,E320,92382.79391304356,28989.587705627713,86477.985,9055.266923076924,9894.778451341579,353409.98325405305,3
197,E321,E321,31011.505999999994,83026.01322580643,22814.74032258065,223086.28,32528.49685001783,64863.427967201445,1
198,E322,E322,12103.418617788471,10253.473710407254,18110.021875,28933.0,25204.467751910495,28621.365895669704,1
199,E323,E323,46857.67965811966,8539.417243589749,31244.805625000008,18579.344545454544,40091.850532420896,23065.800846631642,1
200,E324,E324,40711.69135693214,50584.68592734224,42699.18909090909,61882.854807692296,34348.63808499277,40473.84840479924,3
201,E325,E325,2872.133206698321,60892.57481481484,6376.569944134084,46295.89882352942,8123.946900315798,140097.0562403756,1
202,E326,E326,61207.83756906078,32681.766888888906,65655.08647058823,39903.02437500001,33258.63521591361,31315.84718893991,0
203,E327,E327,71694.85569721114,23049.142725321875,58552.258499999996,58355.40642857142,26482.553238243283,31626.659590129475,2
204,E328,E328,57910.16708333334,5126.826644295298,60775.82350000001,27265.54611111111,43383.029917344444,15564.522137375845,1
205,E329,E329,89279.08145161292,250.378,74504.85,0.0,22446.91685892662,41.55011756902739,2
206,E330,E330,1067.4151974784395,2006.1195907738136,791.4308333333335,6501.727333333334,1955.2023366391809,4252.994528585984,2
207,E331,E331,68635.73897727278,8617.488489208632,37548.114285714284,13587.538,35106.07016801391,26837.803481618874,2
208,E332,E332,80923.175079365,19822.44275397797,53270.52599999999,32060.17100000001,29779.874983589158,82195.21220884858,2
209,E333,E333,56066.177952755876,1556.4185189573454,61857.835999999996,3128.936,37994.50166787934,11646.849804652173,3
210,E334,E334,40702.36199999997,37080.772585034036,63588.82166666666,6237.763333333333,37713.80220915121,41498.06478463185,1
211,E335,E335,20049.43323529413,7530.172645011605,6996.433970588235,50468.86750000001,27147.301460084418,24401.041168521984,2
212,E336,E336,59934.927083333336,37440.53571428572,2298.0,0.0,43233.37301255178,51013.37820700986,3
213,E337,E337,16690.0075958702,4442.107727272728,22082.416973684212,1413.62,20660.88786598439,11968.578225927295,1
214,E338,E338,89732.40378048766,2273.952111553784,88300.95285714287,17964.6,11198.627336403384,4745.13460182928,2
215,E339,E339,23212.8993452381,22957.727380952383,26258.822500000002,0.0,26905.860116297597,27851.260392844793,3
216,E340,E340,49837.40313868615,2964.9719999999998,56773.51777777777,4245.28,50877.687737552325,3763.212476529417,1
217,E341,E341,48966.65652173913,27071.91886792453,53635.06,0.0,26004.669416842964,38409.231919955666,0
218,E342,E342,37345.618484848485,9143.607306122445,37077.62444444444,4828.36,29196.33596922903,17856.699456846804,0
219,E343,E343,6363.9901496259345,264.15,6577.2540625,0.0,3682.2407439073677,0.0,2
220,E344,E344,26151.953636363636,11864.982711864404,21222.472,6968.899999999999,34567.90590878306,28175.033090314344,3
221,E345,E345,29978.754533333333,2339.1436144578306,28664.831666666665,1190.3475,26327.04508360368,7048.633027440712,1
222,E346,E346,3981.0492231404946,4737.20250513347,4230.583749999999,5778.943333333333,3314.348343180091,9917.583685088359,1
223,E347,E347,12453.518823529408,11466.580470588233,2333.9435,2686.8450000000003,16131.03073158437,12863.015562281274,3
224,E348,E348,558.2377234567745,4024.112447916663,524.412557077625,2733.75375,355.82792331736886,8081.875889491319,2
225,E349,E349,85360.86692307687,764.2900000000001,0.0,0.0,26039.386781236466,892.8936919645026,3
226,E350,E350,28316.552884615376,652.9944943820213,29696.802499999998,834.2783333333333,31683.449406602726,3300.3867170562885,3
227,E351,E351,20336.826538461544,2979.0448000000015,32338.447500000002,2705.17,25560.66579769085,12399.440000330047,3
228,E352,E352,56382.17340425531,18689.221238095302,46774.368,10750.31,34212.58637472894,50936.22170786375,1
229,E353,E353,40207.97588235294,1421.4260714285715,56800.894166666665,3896.5339999999997,34800.08191589605,2378.155134397214,3
230,E354,E354,7566.720921501709,9077.493692307693,7051.254666666665,8254.1,4071.8349632620593,13921.82721489404,3
231,E355,E355,4541.198783269967,168430.06666666668,3749.636875,504761.9,3427.3883016338214,291271.9117680605,2
232,E356,E356,7978.2170370370395,5376.099999999999,3739.32,0.0,2198.8316279139203,8854.157125751723,1
233,E357,E357,9236.784999999994,6241.802000000001,9705.854,0.0,1621.512456385698,6176.11170426795,2
234,E358,E358,6194.042393822394,264.15,8082.338333333334,0.0,6207.342205868174,0.0,2
235,E359,E359,5315.915267857144,264.15,6212.213684210527,0.0,3495.3032209227204,0.0,2
236,E360,E360,90012.92827586204,264.15,81177.995,0.0,18190.22493605113,0.0,2
237,E361,E361,54460.44033333333,18999.676023391843,22214.952499999996,36966.92333333333,32434.008845741748,29910.657227255273,1
238,E362,E362,44290.92505263158,3376.0339344262275,46113.884999999995,12693.714999999998,43668.62237369841,11575.39769031549,2
239,E363,E363,35756.674333333336,2166.5588172043012,51959.61222222222,986.8933333333334,32898.20205371335,4167.736202828469,2
240,E364,E364,6587.6872727272785,3095.3173571428574,5634.84,0.0,3201.0910674589027,3625.056086904753,3
241,E365,E365,45435.41763157895,14663.962063492067,48290.824166666665,14389.3275,39218.12197223139,31154.0625002881,3
242,E366,E366,75274.78947368423,17221.354285714286,85714.29,0.0,20605.731210121416,42722.90100333609,2
243,E367,E367,10085.60070707072,9931.843913043476,13684.697647058825,14782.135,11296.994423019978,34054.082138607344,2
